	conversation_id	lang	reply_settings	created_at	text	author_id	referenced_tweets	id	edit_history_tweet_ids	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.quote_count	public_metrics.impression_count	in_reply_to_user_id	geo.place_id	withheld.copyright	withheld.country_codes	polarity_score	roberta_label	roberta_score	roberta_negative	roberta_neutral	roberta_positive	roberta_argmax
1031	1633312429034676224	en	everyone	2023-03-08 03:43:23+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	1016527927922581504	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633312429034676224	['1633312429034676224']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1032	1633312424802541568	en	everyone	2023-03-08 03:43:22+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	325235706	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633312424802541568	['1633312424802541570']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1033	1633312325028421632	en	everyone	2023-03-08 03:42:58+00:00	damn chris you really rock #chrisrocklive	1383521358437523456		1633312325028421632	['1633312325028421632']	0	0	0	0	40		cc896d5380524db4			{'neg': 0.351, 'neu': 0.649, 'pos': 0.0, 'compound': -0.4019}	positive		0.0025280442	0.040238243	0.9572338	0.9572337865829468
1034	1633311915412803584	en	everyone	2023-03-08 03:41:20+00:00	rt  chrisrock get ready mynext standup special selective outrage will be streaming live on netflix march 4 at 10pm et 7pm pt #chrisroc	1150996726825803776	[{'type': 'retweeted', 'id': '1607051315276021760'}]	1633311915412803584	['1633311915412803586']	695	0	0	0	0					{'neg': 0.12, 'neu': 0.691, 'pos': 0.189, 'compound': 0.2263}	neutral		0.008128928	0.7536299	0.23824115	0.7536299228668213
1035	1633311212132880384	en	everyone	2023-03-08 03:38:33+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	2511735161	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633311212132880384	['1633311212132880385']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1036	1633310577207435264	en	everyone	2023-03-08 03:36:01+00:00	how will smith feels about chris rocks comedy special  source full video https  tco nzltz2o9fo#willsmith #chrisrock #chrisrocklive #chrisrockselectiveoutrage #americanidol #chrisrocknetflix #chrisrockwillsmith https  tco bohescewdm	1630766821803524096		1633310577207435264	['1633310577207435265']	0	0	0	0	95					{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.6369}	neutral		0.055401776	0.8699849	0.074613206	0.8699849247932434
1037	1633310197404913664	en	everyone	2023-03-08 03:34:31+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	3012720631	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633310197404913664	['1633310197404913664']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1038	1633310036607881216	en	everyone	2023-03-08 03:33:52+00:00	i havent watched the whole #chrisrocklivebut we gotta separate blackness  black women  etc from comedyrock had black daughters amp  a black mama and im going to leave it at thati love rock amp  if you know me  love me some black womensome of yall trippin	33433183		1633310036607881216	['1633310036607881216']	0	0	0	0	41					{'neg': 0.022, 'neu': 0.722, 'pos': 0.255, 'compound': 0.9481}	positive		0.0796056	0.39523107	0.5251633	0.5251632928848267
1039	1633309451477295104	en	everyone	2023-03-08 03:31:33+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	567792958	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633309451477295104	['1633309451477295105']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1040	1633309448872554496	en	everyone	2023-03-08 03:31:32+00:00	rt  tasterreblanche  sagesurge he also said #chrisrockselectiveoutrage  #chrisrocklive https  tco 26mm0n2yv5	245366689	[{'type': 'retweeted', 'id': '1632830373305409538'}]	1633309448872554496	['1633309448872554501']	237	0	0	0	0					{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral		0.07427032	0.86184996	0.06387975	0.8618499636650085
1041	1633309412352831488	en	everyone	2023-03-08 03:31:23+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	1533889308423245824	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633309412352831488	['1633309412352831488']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1042	1633309053228122112	en	everyone	2023-03-08 03:29:58+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	875173134	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633309053228122112	['1633309053228122113']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1043	1633309025096851456	en	everyone	2023-03-08 03:29:51+00:00	 chrisrock broke  netflix  it wont fast forward  it wont play  i just want to watch the replay #chrisrock  #chrisrocklive #chrisrockselectiveoutrage #chrisrocknetflix  #standupcomedy #comedy https  tco ehy7okl0cy	2490812176		1633309025096851456	['1633309025096851458']	0	0	0	0	74	238319766.0				{'neg': 0.105, 'neu': 0.746, 'pos': 0.149, 'compound': -0.1007}	negative		0.44899535	0.4344035	0.11660111	0.44899535179138184
1044	1633308953332314112	en	everyone	2023-03-08 03:29:34+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	245366689	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633308953332314112	['1633308953332314112']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1045	1633308902669385728	en	everyone	2023-03-08 03:29:22+00:00	rt  1_ofakindnocap will smith keep my wifes name out yo  mouthchris rock live#chrisrocklive #chrisrock #willsmith https  tco rio	911440572	[{'type': 'retweeted', 'id': '1632276993747087362'}]	1633308902669385728	['1633308902669385728']	395	0	0	0	0					{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral		0.04342958	0.8577991	0.098771244	0.8577991127967834
1046	1633308893949427712	en	everyone	2023-03-08 03:29:20+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	1172650979201826816	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633308893949427712	['1633308893949427715']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1047	1633308595679797248	en	everyone	2023-03-08 03:28:09+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	916941301169426432	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633308595679797248	['1633308595679797248']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1048	1633308474947031040	en	everyone	2023-03-08 03:27:40+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	2716816307	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633308474947031040	['1633308474947031043']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1049	1633307928135344128	en	everyone	2023-03-08 03:25:30+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	4593941962	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633307928135344128	['1633307928135344129']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1050	1633306877906894848	en	everyone	2023-03-08 03:21:19+00:00	rt  1_ofakindnocap chris rock we all been cheated on but we never had the person who cheated on us interview us on tv i sucked his 	1565126667990929408	[{'type': 'retweeted', 'id': '1632283297588948995'}]	1633306877906894848	['1633306877906894852']	616	0	0	0	0					{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.891}	negative		0.87597626	0.11714716	0.006876567	0.8759762644767761
1051	1633306723908812800	en	everyone	2023-03-08 03:20:43+00:00	rt  blackwell612 officially streaming now on  spotify whatz ya vibe featuring leelee da goddess #bbtitans#loveisland #blackpink_bornp	1390470686091665408	[{'type': 'retweeted', 'id': '1632568025864892418'}]	1633306723908812800	['1633306723908812800']	4	0	0	0	0					{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral		0.004884685	0.5584889	0.43662637	0.5584889054298401
1052	1633306450805104640	en	everyone	2023-03-08 03:19:37+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	39117630	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633306450805104640	['1633306450805104640']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1053	1633306414591401984	en	everyone	2023-03-08 03:19:29+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	913695031	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633306414591401984	['1633306414591401984']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1054	1633306302800621568	en	everyone	2023-03-08 03:19:02+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	1474888298837463040	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633306302800621568	['1633306302800621568']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1055	1633306289467006976	en	everyone	2023-03-08 03:18:59+00:00	rt  netflix netflix is a joke gives you an exclusive look at  chrisrocks year on tour leading up to this historic night https  tco wv4n	1615540816189038592	[{'type': 'retweeted', 'id': '1632033405587292161'}]	1633306289467006976	['1633306289467006976']	231	0	0	0	0					{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.4019}	neutral		0.20528518	0.59482986	0.19988504	0.5948298573493958
1056	1633306192176115712	en	everyone	2023-03-08 03:18:36+00:00	rt  tasterreblanche  sagesurge he also said #chrisrockselectiveoutrage  #chrisrocklive https  tco 26mm0n2yv5	1637147077	[{'type': 'retweeted', 'id': '1632830373305409538'}]	1633306192176115712	['1633306192176115712']	237	0	0	0	0					{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral		0.07427032	0.86184996	0.06387975	0.8618499636650085
1057	1633305999833726976	en	everyone	2023-03-08 03:17:50+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	1637147077	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633305999833726976	['1633305999833726977']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1058	1633305687047454720	en	everyone	2023-03-08 03:16:35+00:00	chris rocks #netflix special was hilarious i have a headache from laughing so hard #chrisrock #chrisrocklive #selectiveoutrage	29613891		1633305687047454720	['1633305687047454724']	0	0	1	0	94					{'neg': 0.085, 'neu': 0.499, 'pos': 0.417, 'compound': 0.8083}	positive		0.0064282836	0.03120961	0.96236205	0.9623620510101318
1059	1633305444495028224	en	everyone	2023-03-08 03:15:37+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	1188547863925723136	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633305444495028224	['1633305444495028227']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1060	1633304988695896064	en	everyone	2023-03-08 03:13:49+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	870228805	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633304988695896064	['1633304988695896064']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1061	1633304903107100672	en	everyone	2023-03-08 03:13:28+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	880629474286419968	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633304903107100672	['1633304903107100672']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1062	1633304891316916224	en	everyone	2023-03-08 03:13:26+00:00	rt  tasterreblanche  sagesurge he also said #chrisrockselectiveoutrage  #chrisrocklive https  tco 26mm0n2yv5	1090408106897608704	[{'type': 'retweeted', 'id': '1632830373305409538'}]	1633304891316916224	['1633304891316916224']	237	0	0	0	0					{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral		0.07427032	0.86184996	0.06387975	0.8618499636650085
1063	1633304733971619840	en	everyone	2023-03-08 03:12:48+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	232627796	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633304733971619840	['1633304733971619841']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1064	1633304383671910400	en	everyone	2023-03-08 03:11:25+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	1082472429149011968	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633304383671910400	['1633304383671910402']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1065	1633304051420135424	en	everyone	2023-03-08 03:10:05+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	1435194327538360320	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633304051420135424	['1633304051420135426']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1066	1633303626423599104	en	everyone	2023-03-08 03:08:24+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	905089225850331136	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633303626423599104	['1633303626423599105']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1067	1633303481846239232	en	everyone	2023-03-08 03:07:50+00:00	rt  acincyfantalkin the pod is poddin#chrisrocklive  the #jamorant double standard that people arent talking about  the #nfldraft and	1286638256	[{'type': 'retweeted', 'id': '1633289720225583105'}]	1633303481846239232	['1633303481846239232']	4	0	0	0	0					{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	negative		0.48467067	0.46314198	0.052187357	0.4846706688404083
1068	1633303113334489088	en	everyone	2023-03-08 03:06:22+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	780163383916163072	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633303113334489088	['1633303113334489089']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1069	1633302515176419328	en	everyone	2023-03-08 03:03:59+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	1095877622171648000	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633302515176419328	['1633302515176419328']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1070	1633302452551434240	en	everyone	2023-03-08 03:03:44+00:00	rt  naomisky_15 #meghanmarkle must be really worried about what #chrisrocklive said about her racism claims because someone reported that	1495308688390692864	[{'type': 'retweeted', 'id': '1633289557390274561'}]	1633302452551434240	['1633302452551434240']	50	0	0	0	0					{'neg': 0.279, 'neu': 0.721, 'pos': 0.0, 'compound': -0.7645}	negative		0.76535857	0.22729757	0.007343858	0.765358567237854
1071	1633301874580529152	en	everyone	2023-03-08 03:01:26+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	869093089607991296	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633301874580529152	['1633301874580529152']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1072	1633301862223945728	en	everyone	2023-03-08 03:01:23+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	945863574211219456	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633301862223945728	['1633301862223945728']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1073	1633301626340646912	en	everyone	2023-03-08 03:00:27+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	1090408106897608704	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633301626340646912	['1633301626340646914']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1074	1633301406110171136	en	everyone	2023-03-08 02:59:35+00:00	rt  phonchrist chris rock jokes about michael jackson wasnt funny at all  its just funny how yall scared to talk about elvis dating an	1601314015686365184	[{'type': 'retweeted', 'id': '1632688531943354374'}]	1633301406110171136	['1633301406110171136']	144	0	0	0	0					{'neg': 0.094, 'neu': 0.651, 'pos': 0.254, 'compound': 0.5994}	negative		0.7959942	0.18417552	0.019830298	0.795994222164154
1075	1633301310127882240	en	everyone	2023-03-08 02:59:12+00:00	rt  jpfranchise57 snippet of chris rock  on will smithfull video https  tco s5xaerntr7#chrisrock #chrisrocklive #chrisrocknetfli	1569921049961312256	[{'type': 'retweeted', 'id': '1632436294306365444'}]	1633301310127882240	['1633301310127882240']	2	0	0	0	0					{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral		0.013299435	0.88147944	0.1052211	0.8814794421195984
1076	1633301137037066240	en	everyone	2023-03-08 02:58:30+00:00	rt  naomisky_15 #meghanmarkle must be really worried about what #chrisrocklive said about her racism claims because someone reported that	1446449782646583296	[{'type': 'retweeted', 'id': '1633289557390274561'}]	1633301137037066240	['1633301137037066243']	50	0	0	0	0					{'neg': 0.279, 'neu': 0.721, 'pos': 0.0, 'compound': -0.7645}	negative		0.76535857	0.22729757	0.007343858	0.765358567237854
1077	1633300687244099584	en	everyone	2023-03-08 02:56:43+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	760628725931188224	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633300687244099584	['1633300687244099586']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1078	1633300553190064128	en	everyone	2023-03-08 02:56:11+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	1697702804	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633300553190064128	['1633300553190064128']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1079	1633300511297249280	en	everyone	2023-03-08 02:56:01+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	705531758763220992	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633300511297249280	['1633300511297249280']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1080	1633300363318280192	en	everyone	2023-03-08 02:55:26+00:00	rt  netflixisajoke heres what went down at  thecomedystore this weekend at the #chrisrocklive pre and post shows https  tco mxsacniop3	1046050685077282816	[{'type': 'retweeted', 'id': '1633296236882042881'}]	1633300363318280192	['1633300363318280192']	4	0	0	0	0					{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral		0.021557113	0.9152977	0.063145176	0.9152976870536804
1081	1633300123835834368	en	everyone	2023-03-08 02:54:29+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	873422168872407040	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633300123835834368	['1633300123835834368']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1082	1633299949877358592	en	everyone	2023-03-08 02:53:47+00:00	rt  acincyfantalkin the pod is poddin#chrisrocklive  the #jamorant double standard that people arent talking about  the #nfldraft and	1138161870903291904	[{'type': 'retweeted', 'id': '1633289720225583105'}]	1633299949877358592	['1633299949877358593']	4	0	0	0	0					{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	negative		0.48467067	0.46314198	0.052187357	0.4846706688404083
1083	1633299896433270784	en	everyone	2023-03-08 02:53:35+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	1678437044	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633299896433270784	['1633299896433270793']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1084	1633299793735761920	en	everyone	2023-03-08 02:53:10+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	1634468503	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633299793735761920	['1633299793735761920']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1085	1633299575762042880	en	everyone	2023-03-08 02:52:18+00:00	rt  danacarvey im going live on  netflixisajoke with  davidspade amp  guests tomorrow night  right after  chrisrocks live specialits a gl	84248717	[{'type': 'retweeted', 'id': '1631794982175805440'}]	1633299575762042880	['1633299575762042881']	59	0	0	0	0					{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral		0.0058931713	0.8181484	0.17595837	0.8181483745574951
1086	1633299573085986816	en	everyone	2023-03-08 02:52:18+00:00	rt  netflix dont miss what chris rock will say in his live netflix special  this tweet for a reminder when selective outrage premieres	770703779184476160	[{'type': 'retweeted', 'id': '1629185418980741120'}]	1633299573085986816	['1633299573085986816']	3516	0	0	0	0					{'neg': 0.178, 'neu': 0.725, 'pos': 0.098, 'compound': -0.296}	neutral		0.07872389	0.7218126	0.19946346	0.7218126058578491
1087	1633299561585188864	en	everyone	2023-03-08 02:52:15+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	776245922737037312	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633299561585188864	['1633299561585188865']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1088	1633299467498659840	en	everyone	2023-03-08 02:51:52+00:00	rt  sagesurge marlon wayans roasting chris rock about the will smith slap#selectiveoutrage #chrisrocklive #chrisrock #chrisrocknetflix	390903610	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633299467498659840	['1633299467498659841']	9130	0	0	0	0					{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1531}	neutral		0.15525307	0.7643216	0.080425225	0.7643216252326965
1089	1633299339282993152	en	everyone	2023-03-08 02:51:22+00:00	rt  danacarvey me and kareem  kaj33 #chrisrocklive   netflixisajoke https  tco icrf8pr71c	84248717	[{'type': 'retweeted', 'id': '1632252288097210368'}]	1633299339282993152	['1633299339282993152']	38	0	0	0	0					{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral		0.027285283	0.88736063	0.085354015	0.8873606324195862
1090	1633299319179624448	en	everyone	2023-03-08 02:51:17+00:00	rt  danacarvey last night davidspadekareem    kaj33  me   arseniohall jb   ohsnapjbsmoove  #chrisrocklive https  tco koxpu23clv	84248717	[{'type': 'retweeted', 'id': '1632437416454914048'}]	1633299319179624448	['1633299319179624450']	25	0	0	0	0					{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral		0.035271302	0.85219014	0.11253856	0.8521901369094849
