	Unnamed: 0.1.1	conversation_id	lang	reply_settings	created_at	clean_text	text	author_id	referenced_tweets	id	edit_history_tweet_ids	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.impression_count	in_reply_to_user_id	geo.place_id	withheld.copyright	withheld.country_codes	geo.coordinates.type	geo.coordinates.coordinates	our_label	annotator
64	10886	1633852671634419712	en	everyone	2023-03-09 23:41:15+00:00	yamayama makadiaharsh saved compiled thread http co dsmai akuv ai generated summary chatgpt ai assisted writing tool help generate idea research topic find challenge create hook write draft edit content also help	"@yamayama0987654 @MakadiaHarsh Saved! Here's the compiled thread: https://t.co/DSMai7Akuv

🪄 AI-generated summary:

""ChatGPT is an AI-assisted writing tool that can help you generate ideas, research topics, find challenges, create hooks, write drafts, and edit content. It can also help you..."	1316495843621511168	[{'type': 'replied_to', 'id': '1633975943890100224'}]	1633976270114418688	['1633976270114418688']	0	1	0	2	9.765825296784344e+17						positive	melissa
65	31371	1632802881962221568	en	everyone	2023-03-07 13:06:46+00:00	crufreeman senmdbrown yes real http co nagco z	"@crufreeman @SenMDBrown Yes, it's real

https://t.co/NAGco8At7Z"	49826627	[{'type': 'replied_to', 'id': '1632991187836493826'}]	1633091822598717440	['1633091822598717442']	0	1	2	32	384963895.0						neutral	melissa
66	29569	1633585651714236416	en	everyone	2023-03-08 21:49:04+00:00	protester arrested demonstrator confront police dc statehood rally ahead senate vote crime bill founder never wanted dc state democrat nakedpowergrab sen joemanchin jontester senatorsinema http co crtq tuqpc	"Protester arrested as demonstrators confront police at DC statehood rally ahead of Senate vote on crime bill

OUR FOUNDERS NEVER WANTED DC TO BE A STATE
DemocRats NakedPowerGrab 

⁦@Sen_JoeManchin⁩
⁦@jontester⁩
⁦@SenatorSinema⁩
https://t.co/cRtq2tuQPC"	699023166761336832		1633585651714236416	['1633585651714236416']	0	0	1	19							negative	melissa
67	17401	1633667133002448896	en	everyone	2023-03-09 03:12:51+00:00	rt dadofccx davidhogg either president obama address democratic convention like supernova explosively announcing	RT @dadofccx3: @davidhogg111 Either President Obama’s address to the 2004 Democratic Convention (like a supernova explosively announcing it…	2796863405	[{'type': 'retweeted', 'id': '1633651665181057025'}]	1633667133002448896	['1633667133002448897']	1	0	0	0							neutral	melissa
68	1595	1633231939011330048	en	everyone	2023-03-07 22:23:32+00:00	rt sagesurge marlon wayans roasting chris rock smith slap selectiveoutrage chrisrocklive chrisrock chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	4899050343	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633231939011330048	['1633231939011330049']	9130	0	0	0							neutral	melissa
69	2077	1633190620893425664	en	everyone	2023-03-07 19:39:21+00:00	rt sagesurge marlon wayans roasting chris rock smith slap selectiveoutrage chrisrocklive chrisrock chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	424000040	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633190620893425664	['1633190620893425666']	9130	0	0	0							neutral	melissa
70	24696	1633671406650023936	en	everyone	2023-03-09 03:29:50+00:00	rt ybarrap fox news edits trump saying might let russia take part ukraine surprised http co ct k wcgpd	"RT @ybarrap: Fox News Edits Out Trump Saying He Might’ve Let Russia ‘Take Over’ Parts of Ukraine 

Surprised?

https://t.co/Ct6k8WCgpd"	1171599962649612288	[{'type': 'retweeted', 'id': '1633664990841282562'}]	1633671406650023936	['1633671406650023937']	39	0	0	0							negative	melissa
71	33497	1633875867758923776	en	everyone	2023-03-09 17:02:17+00:00	bbc news ukraine war russia infrastructure strike strategy working http co easrbls	"BBC News - Ukraine war: Why Russia’s infrastructure strikes strategy isn’t working
https://t.co/EASrbLs3LL"	1510940745850572800		1633875867758923776	['1633875867758923781']	0	0	0	29							neutral	melissa
72	10779	1633977264218992640	en	everyone	2023-03-09 23:45:12+00:00	team premium available everyone got cool ai feature powered openai people behind chatgpt feature premium microsoft teamspremium openai http co qpyh tbet	Teams Premium is now available to everyone. It’s got some cool AI features powered by OpenAI, the people behind ChatGPT… but some features are premium-only #Microsoft #TeamsPremium #OpenAI https://t.co/QPYH5TBet8	725930820		1633977264218992640	['1633977264218992641']	0	0	0	7							neutral	melissa
73	27851	1633768651265302528	en	everyone	2023-03-09 09:56:15+00:00	maybe instead blaming congress lack statehood council done better explaining content bill may stopped rhetoric http co h kckkoyuw	Maybe instead of blaming Congress and lack of statehood, the Council should’ve done better at explaining the contents of the bill. This may have stopped the rhetoric against it. https://t.co/H3kckkOYuW	1541794533112954880	[{'type': 'quoted', 'id': '1633625655395901447'}]	1633768651265302528	['1633768651265302536']	0	1	0	284							negative	melissa
74	28575	1633664819093213184	en	everyone	2023-03-09 03:03:39+00:00	rt lwv stand resident washington dc quest statehood continue advocate american voter r	RT @LWV: We stand with the residents of Washington, DC, in their quest for statehood, as we continue to advocate for all American voters, r…	71977357	[{'type': 'retweeted', 'id': '1633627246412824576'}]	1633664819093213184	['1633664819093213184']	20	0	0	0							positive	melissa
75	15923	1633667734398541824	en	everyone	2023-03-09 03:15:14+00:00	rt tamieuscongress help defeat maga jim jordan pitching today help sustain people powered movemen	RT @TamieUSCongress: Help me defeat MAGA Jim Jordan in 2024 by pitching in $5, $10, or $15 today to help sustain our people-powered movemen…	2485726615	[{'type': 'retweeted', 'id': '1633608144139198464'}]	1633667734398541824	['1633667734398541830']	15	0	0	0							neutral	melissa
76	23171	1629971131875852288	en	everyone	2023-03-09 03:40:10+00:00	apocalypseos f philippot nato defensive alliance think moment ukraine member russia would dared invade would peace today u comprehend	@apocalypseos @f_philippot NATO is a defensive alliance.  Just think for a moment — if Ukraine was a member Russia would not have dared to invade.  There would be peace today.  Can u comprehend that?	457877579	[{'type': 'replied_to', 'id': '1629971131875852288'}]	1633674009115246592	['1633674009115246594']	0	0	0	15	1.2310599798444564e+18						negative	melissa
77	35748	1633577349361926144	en	everyone	2023-03-09 16:55:17+00:00	gaither il jim jordan stop funding ukraine	@Gaither4IL @Jim_Jordan STOP FUNDING UKRAINE	739899033037209600	[{'type': 'replied_to', 'id': '1633700337285472257'}]	1633874106801356800	['1633874106801356800']	0	0	0	8	8.71811478663426e+17						negative	melissa
78	26578	1633935526578249728	en	everyone	2023-03-09 20:59:21+00:00	rt oliviadinucci many people street know love amp respect dc city local live capitol peo	RT @oliviadinucci: So many people on the streets here I know, love &amp; respect. DC is a city where locals live not just the Capitol where peo…	867126938158198784	[{'type': 'retweeted', 'id': '1633545869852278785'}]	1633935526578249728	['1633935526578249728']	62	0	0	0							positive	melissa
79	10755	1633938678153191424	en	everyone	2023-03-09 23:45:56+00:00	pauljessup chatgpt us artificial neural net contains synaptic weight learned programmed whereas regular program set machine instruction explicitly programmed human chatgpt call ai agi superhuman	"@pauljessup ChatGPT uses an Artificial Neural Net that contains synaptic weights that were learned, not programmed. Whereas a ""regular program"" is a set of machine instructions that were explicitly programmed by a human. ChatGPT is not that, so we call it AI. But it's not AGI (superhuman)."	430965753	[{'type': 'replied_to', 'id': '1633938678153191428'}]	1633977450542641152	['1633977450542641152']	0	1	0	3	14079203.0						neutral	melissa
80	17598	1633666222360342528	en	everyone	2023-03-09 03:09:14+00:00	rt tomfitton obama knew clinton knew biden knew comey knew brennan knew mccabe knew strzok knew clapper knew schiff knew fbi knew	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1519333666438189056	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1633666222360342528	['1633666222360342528']	3316	0	0	0							neutral	melissa
81	23259	1633673861479669760	en	everyone	2023-03-09 03:39:35+00:00	rt kimdotcom u govt funded research created covid killed million blew nordstream pipeline act int	RT @KimDotcom: The US Govt funded the research that created Covid-19 and killed millions, blew up the NordStream pipelines in an act of int…	1140815866688417792	[{'type': 'retweeted', 'id': '1633517462137475072'}]	1633673861479669760	['1633673861479669766']	3081	0	0	0							negative	melissa
82	10955	1633975612305182720	en	everyone	2023-03-09 23:38:38+00:00	rt mtaibbi chatgpt testified would called direct threat lol	RT @mtaibbi: If ChatGPT testified to this it would have been called a “direct threat,” too lol.	1599238375663632384	[{'type': 'retweeted', 'id': '1633934237815431168'}]	1633975612305182720	['1633975612305182720']	455	0	0	0							neutral	melissa
83	17330	1633667418299023360	en	everyone	2023-03-09 03:13:59+00:00	rt kylenabecker everything america seeing today due electing communist po barack obama	RT @kylenabecker: Everything America is seeing today is due to electing that communist POS Barack Obama	2510550047	[{'type': 'retweeted', 'id': '1633569433007341568'}]	1633667418299023360	['1633667418299023362']	201	0	0	0							negative	melissa
84	35680	1633874158764294144	en	everyone	2023-03-09 16:55:30+00:00	rt ricwe u nato orchestration maidan coup ukraine victoria nuland hand every u intervention pa	"RT @ricwe123: The US/NATO orchestration of the 2014 Maidan coup in Ukraine. 
Victoria Nuland had a hand in every US intervention in the pas…"	1483594860	[{'type': 'retweeted', 'id': '1633785840844386305'}]	1633874158764294144	['1633874158764294145']	493	0	0	0							negative	melissa
85	22541	1591608694021980160	en	everyone	2023-03-09 03:44:03+00:00	charlesdomini standard twitter user completely incapable listening anyone else opinion able attack others without thought fear consequence charles know ukraine unjustly attacked russia would still attacking people twitter truth	"@CharlesDomini3 You are a standard Twitter user, completely incapable of listening to anyone else’s opinions, able to attack others without thought, or fear of consequence 

Charles and I know, if Ukraine was not unjustly attacked by Russia, he would still be attacking people on Twitter.
#Truth."	1625947807461871616	[{'type': 'replied_to', 'id': '1591608694021980160'}]	1633674987621044224	['1633674987621044226']	0	0	0	3	1.5146849739612652e+18						negative	melissa
86	27651	1633806314978811904	en	everyone	2023-03-09 12:25:54+00:00	rt asmatasleem smt sonia gandhi stood people telangana dreamt separate statehood credit upa chairperson self	RT @asmatasleem13: Smt. Sonia Gandhi stood by the people of Telangana who dreamt separate statehood. All credit to UPA chairperson for self…	1378577710654451712	[{'type': 'retweeted', 'id': '1633783863070826497'}]	1633806314978811904	['1633806314978811906']	22	0	0	0							positive	melissa
87	29172	1633627134626344960	en	everyone	2023-03-09 00:33:54+00:00	funny dc council passed criminal law code awful senate dems joe biden decided backpedal push dc statehood overrule http co kroczhxeah	This is so funny to me, the DC council passed a criminal law code that’s so awful that most Senate Dems and Joe Biden have decided to backpedal on the push for DC statehood to overrule it.  https://t.co/KroCZhxEAh	1364706122599391232		1633627134626344960	['1633627134626344960']	0	0	0	21							negative	melissa
88	22387	1633675210929971200	en	everyone	2023-03-09 03:44:57+00:00	rt robin hoodsband russia road victory evil nato nazi http co oiftdg u f	RT @Robin_Hoodsband: Russia is on the road to victory against evil NATO and the Nazi's https://t.co/OiFtdg5U6F	2287967908	[{'type': 'retweeted', 'id': '1633500528234594305'}]	1633675210929971200	['1633675210929971201']	53	0	0	0							positive	melissa
89	30536	1633332565951107072	en	everyone	2023-03-08 05:03:24+00:00	rt maxnordau mayor tallahassee tried use local police pressure state lawmaker florida legislature would enact polic	RT @MaxNordau: If the mayor of Tallahassee tried to use local police to pressure state lawmakers, the Florida legislature would enact polic…	1066275282653536256	[{'type': 'retweeted', 'id': '1633208052940775430'}]	1633332565951107072	['1633332565951107074']	6	0	0	0							neutral	melissa
90	16553	1633671482684461056	en	everyone	2023-03-09 03:30:08+00:00	rt jhholliday ag garland damn liar blessing obama never got democrat hack supreme court panic	"RT @JHHolliday3: AG Garland is a damn liar and it was a blessing that Obama never got this Democrat hack on the Supreme Court...

Panic in…"	1928636677	[{'type': 'retweeted', 'id': '1633341182125424641'}]	1633671482684461056	['1633671482684461057']	1	0	0	0							negative	melissa
91	22490	1633675067690479616	en	everyone	2023-03-09 03:44:23+00:00	rt usa anne russia nuclear submarine deployed u coast spark alarm united state commander military observer soundi	"RT @USA_Anne711: Russia Nuclear Submarines Deployed Off U.S. Coast Spark Alarm 

United States commanders and military observers are soundi…"	2297338710	[{'type': 'retweeted', 'id': '1633529644774293504'}]	1633675067690479616	['1633675067690479620']	31	0	0	0							neutral	melissa
92	10761	1633977392883712000	en	everyone	2023-03-09 23:45:42+00:00	rt mattprd million people using chatgpt people using right transform daily w	"RT @MattPRD: More than 1 million people are using ChatGPT. 

But 99% of people aren't using it right.

Here's how to transform your daily w…"	1143502357273219072	[{'type': 'retweeted', 'id': '1610710475276439554'}]	1633977392883712000	['1633977392883712000']	4866	0	0	0							neutral	melissa
93	10288	1633981935218491392	en	everyone	2023-03-10 00:03:45+00:00	rt sparvell listen experimenting safely chatgpt essential question every educator need ask sparvell bamradionetwor	RT @sparvell: [LISTEN] Experimenting Safely With ChatGPT: 10 Essential Questions Every Educator Needs to Ask with @sparvell @bamradionetwor…	312254125	[{'type': 'retweeted', 'id': '1633980200940871680'}]	1633981935218491392	['1633981935218491395']	2	0	0	0							neutral	melissa
94	12818	1633957788526456832	en	everyone	2023-03-09 22:27:48+00:00	rt rowancheung make personal chatgpt pdf document talk ask question cheat code student	"RT @rowancheung: How to make your own personal ChatGPT from PDF documents, that you can talk and ask questions to:

(cheat code for student…"	892086056660615168	[{'type': 'retweeted', 'id': '1633868758530883584'}]	1633957788526456832	['1633957788526456835']	197	0	0	0							neutral	melissa
95	3662	1633081489888772096	en	everyone	2023-03-07 12:25:43+00:00	rt thewantonwench say need break harry meghan welcome hope back via chrisro	"RT @TheWantonWench: When you say “I need a break from Harry and Meghan and this is what welcomes you, when you hope back in 🤣🤣
Via #ChrisRo…"	941666767	[{'type': 'retweeted', 'id': '1632893264494772226'}]	1633081489888772096	['1633081489888772097']	83	0	0	0							neutral	melissa
96	10112	1633983913688195072	en	everyone	2023-03-10 00:11:37+00:00	currently ask people question get response google make rather sad future expectation talking chatgpt ai people	"Currently if I ask people questions, what I get in response is “you can just google it.”

It makes me rather sad for the future where the expectation will be that I do more ‘talking’ to chatgpt or ai than I do to people."	1556007139155628032		1633983913688195072	['1633983913688195072']	0	0	0	2							negative	melissa
97	31836	1633877183075876864	en	everyone	2023-03-09 17:07:31+00:00	rt theatlantic contrary conventional wisdom scholarship suggests ukrainian citizen may paradoxically benefit u suppo	"RT @TheAtlantic: ""Contrary to the conventional wisdom, scholarship suggests that Ukrainian citizens may paradoxically benefit from us suppo…"	109982213	[{'type': 'retweeted', 'id': '1633350595225550849'}]	1633877183075876864	['1633877183075876864']	7	0	0	0							neutral	melissa
98	13637	1633951454544248832	en	everyone	2023-03-09 22:02:38+00:00	chatgpt api good cheap make text generating ai tech obsolete minimaxir http co wwf cdewr	"#ChatGPT's #API is so good and cheap it makes most text-generating #AI techs obsolete!

- by @minimaxir

https://t.co/Wwf6cDeWR3"	19628766		1633951454544248832	['1633951454544248839']	0	1	16	1700							positive	melissa
99	14846	1633942217688510464	en	everyone	2023-03-09 21:25:56+00:00	rt flutterflow learn integrate openai chatgpt api flutterflow app follow detailed instruction integration	"RT @flutterflow: 🚀 Learn how to integrate @OpenAI's ChatGPT API into your @flutterflow app!

Follow detailed instructions on integration an…"	115498055	[{'type': 'retweeted', 'id': '1633889704578826255'}]	1633942217688510464	['1633942217688510466']	9	0	0	0							neutral	melissa
100	24928	1633671049899540480	en	everyone	2023-03-09 03:28:25+00:00	rt kaooavopakatapa russian living georgia past month return russia	RT @KaooavopaKatapa: Russians who have been living in Georgia for the past months return to Russia	1499240229001121792	[{'type': 'retweeted', 'id': '1633630580624576513'}]	1633671049899540480	['1633671049899540481']	8	0	0	0							neutral	sarik
101	30429	1633330144424361984	en	everyone	2023-03-08 07:59:08+00:00	raokavitha shameful tweet putting statehood scam	@RaoKavitha Such a shameful tweet putting the statehood into scams !!	128194653	[{'type': 'replied_to', 'id': '1633330144424361989'}]	1633376790176571392	['1633376790176571394']	0	0	0	6	177673457.0						neutral	sarik
102	31123	1633158790718840832	en	everyone	2023-03-07 17:32:52+00:00	rt juddlegum joebiden presidential candidate biden supported dc statehood supported making exception leg	RT @JuddLegum: @JoeBiden 2. As a presidential candidate, Biden not only supported DC statehood but supported making an exception to the leg…	1470454729654239232	[{'type': 'retweeted', 'id': '1633105685910093825'}]	1633158790718840832	['1633158790718840832']	26	0	0	0							positive	sarik
103	11118	1633973784486002688	en	everyone	2023-03-09 23:31:22+00:00	rt architecture eu watermarking chatgpt http co vpsjhckuu art aiart machinelearning nft mlart deeplearning mlsogood artific	"RT @architecture_eu: Watermarking chatGPT
https://t.co/VPSjhCKUu7
#art #AIart #machinelearning #NFT #MLart #deeplearning #MLsoGood #artific…"	770285228929712128	[{'type': 'retweeted', 'id': '1633973761492877313'}]	1633973784486002688	['1633973784486002689']	1	0	0	0							neutral	sarik
104	26465	1633668527591763968	en	everyone	2023-03-09 03:18:23+00:00	rt jj talking video filmed inside arctic circle canada alaska russia border phenomenon	"RT @jj_talking: This video was filmed inside the Arctic Circle, just between the Canada-Alaska-Russia border.

This phenomenon can only be…"	45601304	[{'type': 'retweeted', 'id': '1633556309315567616'}]	1633668527591763968	['1633668527591763969']	54	0	0	0							neutral	sarik
105	13318	1633953640800038912	en	everyone	2023-03-09 22:11:20+00:00	rt mtaibbi chatgpt testified would called direct threat lol	RT @mtaibbi: If ChatGPT testified to this it would have been called a “direct threat,” too lol.	330142548	[{'type': 'retweeted', 'id': '1633934237815431168'}]	1633953640800038912	['1633953640800038914']	455	0	0	0							neutral	sarik
106	27457	1633645845269688320	en	everyone	2023-03-09 13:45:02+00:00	stephenm chrismurphyct leftist view another lazy way retain obtain power idea sound argument persuasive need statehood puerto rico dc myriad fake news hoax like j insurrection charlottesville fine people bleach etc	@StephenM @ChrisMurphyCT Leftists view it as another lazy way to retain or (obtain more) power.  Their ideas are not sound and their arguments are not persuasive.  They need statehood for Puerto Rico and DC and myriad fake news hoaxes like (J6 was an insurrection, Charlottesville fine people, bleach etc.	42096791	[{'type': 'replied_to', 'id': '1633815135914455041'}]	1633826229869584384	['1633826229869584384']	0	0	0	33	1.3298913894302433e+18						neutral	sarik
107	36145	1633753421554565120	en	everyone	2023-03-09 16:54:04+00:00	glasnostgone prairieislander free world arm ukraine send everything promising promising help ukraine defend weapon	@GlasnostGone @PrairieIslander Free world arm Ukraine now!  Send everything you are promising! Promising does not help Ukraine defend itself. Weapons do!	1868853366	[{'type': 'replied_to', 'id': '1633753421554565121'}]	1633873798637424640	['1633873798637424640']	0	0	0	9	2758100418.0						neutral	sarik
108	34389	1633875182845853696	en	everyone	2023-03-09 16:59:34+00:00	rt visegrad atacms ukraine f ukraine	RT @visegrad24: ATACMS for Ukraine, F-16s for Ukraine NOW!	981039762	[{'type': 'retweeted', 'id': '1633637721657810946'}]	1633875182845853696	['1633875182845853697']	539	0	0	0							positive	sarik
109	13444	1633952769769115648	en	everyone	2023-03-09 22:07:52+00:00	chatgpt rlly saved live	chatgpt rlly saved my live♥️🤝	1229591208701222912		1633952769769115648	['1633952769769115649']	0	1	0	6							neutral	sarik
110	3490	1633092117651423232	en	everyone	2023-03-07 13:07:56+00:00	rt mhaquemk trying winning moment check win offer http co jpcyt nj amazon amazon homedecoration	"RT @mhaquemk: Trying is winning at the moment. 
Check and win more offer : https://t.co/JPCYT8t1Nj

#Amazonタイムセール祭り #Amazon #homedecoration…"	1616706167505571840	[{'type': 'retweeted', 'id': '1632794006743846913'}]	1633092117651423232	['1633092117651423232']	314	0	0	0							neutral	sarik
111	16962	1633322825585917952	en	everyone	2023-03-09 03:21:43+00:00	proud obama allinwithchris brianbeutler realize became septic right happened early imagine thing happened traveling hospital nearby would died	@Proud_of_Obama @allinwithchris @brianbeutler You realize she became septic right? What if it happened early? Imagine if the same thing happened when traveling and there wasn't a hospital nearby. She would have died. That's why not.	45004244	[{'type': 'replied_to', 'id': '1633467799141224448'}]	1633669367194943488	['1633669367194943489']	0	0	0	4	861794238.0						neutral	sarik
112	19631	1633656376726786048	en	everyone	2023-03-09 02:30:06+00:00	rt timinhonolulu theory flynn passed obama forced retire three start resulting big loss	RT @TimInHonolulu: I have a theory that when Flynn was passed over by  Obama and forced to retire a three start resulting in a big loss of…	243478422	[{'type': 'retweeted', 'id': '1633565367426752518'}]	1633656376726786048	['1633656376726786049']	136	0	0	0							neutral	sarik
113	19492	1633657107038740480	en	everyone	2023-03-09 02:33:00+00:00	rt tomfitton obama knew clinton knew biden knew comey knew brennan knew mccabe knew strzok knew clapper knew schiff knew fbi knew	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	375726081	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1633657107038740480	['1633657107038740482']	3317	0	0	0							negative	sarik
114	13309	1633953730516377600	en	everyone	2023-03-09 22:11:41+00:00	con chatgpt mandate pensione siri come fare http co msb vadfzx http co jpy jbpssv	Con ChatGPT mandate in pensione Siri, come fare - https://t.co/msB6VadfZX https://t.co/jPy1jBPSsv	73986760		1633953730516377600	['1633953730516377600']	0	0	0	3							neutral	sarik
115	18766	1633660871640592384	en	everyone	2023-03-09 02:47:58+00:00	rt boughruth beautiful shot michelle obama honor former first lady http co nasnwktegt	"RT @BoughRuth: Beautiful shot of Michelle Obama 
Honor to our former first Lady💕💕 https://t.co/nasnwKtEgt"	1466226386885033984	[{'type': 'retweeted', 'id': '1631750412524027912'}]	1633660871640592384	['1633660871640592386']	56	0	0	0							neutral	sarik
116	10116	1633983859749683200	en	everyone	2023-03-10 00:11:24+00:00	chatgpt learning judgement http co r zzi euyf	On ChatGPT, learning, and judgement. https://t.co/R5Zzi4EUYf	378985653		1633983859749683200	['1633983859749683200']	0	0	0	1							neutral	sarik
117	15072	1633940561068433408	en	everyone	2023-03-09 21:19:21+00:00	chatgpt language model training current give time http co w izkdq	chatgpt's language model training is only current to 2021. give it time... https://t.co/w04IzkdQ84	330584032	[{'type': 'quoted', 'id': '1633934237815431168'}]	1633940561068433408	['1633940561068433409']	0	0	0	6							neutral	sarik
118	12209	1633963241398497280	en	everyone	2023-03-09 22:49:28+00:00	use chatgpt siri using simple iphone shortcut http co corg wn	You can now use ChatGPT with Siri using this simple iPhone shortcut https://t.co/cORg2wN4Up	15552861		1633963241398497280	['1633963241398497282']	0	0	0	7							negative	sarik
119	29328	1633391906733342720	en	everyone	2023-03-08 23:18:39+00:00	gmb susannareid suellabraverman contrary popular opinion give nation statehood become dumping ground endless stream people hate detest emigrate die	@GMB @susannareid100 @SuellaBraverman Contrary to popular opinion, you don't have to give up your nation, you statehood and become a dumping ground for an endless stream of people who will hate and detest you until you emigrate or die out	1560666431708139520	[{'type': 'replied_to', 'id': '1633391906733342721'}]	1633608196748132352	['1633608196748132353']	0	0	0	2	19424427.0						positive	sarik
120	33915	1633875534647283712	en	everyone	2023-03-09 17:00:58+00:00	rt maniatigeorge russian never learn cannot defeat ukrainian spirit ukrainian assist eit	RT @ManiatiGeorge: Russians will never learn. They cannot defeat the Ukrainian spirit and the Ukrainians…we will assist them until they eit…	849784106867150848	[{'type': 'retweeted', 'id': '1633862149805330439'}]	1633875534647283712	['1633875534647283713']	3	0	0	0							neutral	sarik
121	17230	1633586577921245184	en	everyone	2023-03-09 03:15:59+00:00	jules unknown really childish obama still control try divide country	@Jules31415 Unknown! Really! How childish Obama still has control to try and divide the country!	1225066695666151424	[{'type': 'replied_to', 'id': '1633586577921245184'}]	1633667921120575488	['1633667921120575490']	0	0	0	1	263547117.0						neutral	sarik
122	10431	1633980595796623360	en	everyone	2023-03-09 23:58:26+00:00	rt nfsc balloon incident occurred u definitely exceed outcome pearl harbor incident japan b	RT @nfsc110: The balloon incident that occurred in the U.S. will definitely exceed the outcome of the Pearl Harbor incident in Japan. The b…	1505637779283361792	[{'type': 'retweeted', 'id': '1633836545068367872'}]	1633980595796623360	['1633980595796623369']	7	0	0	0							neutral	sarik
123	24497	1633671671902093312	en	everyone	2023-03-09 03:30:53+00:00	rt dagnytaggart russia running vegetable fruit sorry russia britain http co gjjdpkqrck	RT @DagnyTaggart963: Russia is running out of vegetables and fruits, sorry not Russia but Britain 🤷‍♀️ https://t.co/gjjDpkqRCk	905287347104866304	[{'type': 'retweeted', 'id': '1633430499308843011'}]	1633671671902093312	['1633671671902093314']	46	0	0	0							neutral	sarik
124	11055	1633974465905283072	en	everyone	2023-03-09 23:34:05+00:00	time tell chatgpt respond every query star trek fan fiction	For a time, tell ChatGPT to respond to every query as Star Trek fan fiction.	18308817		1633974465905283072	['1633974465905283074']	0	0	0	55							neutral	sarik
125	2178	1633181531626766336	en	everyone	2023-03-07 19:03:14+00:00	rt sagesurge marlon wayans roasting chris rock smith slap selectiveoutrage chrisrocklive chrisrock chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1410312215866056704	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633181531626766336	['1633181531626766339']	9130	0	0	0							negative	sarik
126	10970	1633975435397849088	en	everyone	2023-03-09 23:37:56+00:00	rt aiape coin aiape presale announcement listing pinksale th mar utc fair launch http co rjgy e fus kyc audi	"RT @AIApe_Coin: $AIAPE Presale Announcement 📣

Listing on #Pinksale 15th Mar at 13:00UTC

🚀Fair Launch🚀
https://t.co/RjGY3E7FUs

✅ KYC+Audi…"	1633343445204082688	[{'type': 'retweeted', 'id': '1633471884519182336'}]	1633975435397849088	['1633975435397849089']	2858	0	0	0							positive	sarik
127	22194	1633675498265124864	en	everyone	2023-03-09 03:46:05+00:00	rt tuckercarlson measure medium total corruption one ever asks biden united state hoping accomplis	RT @TuckerCarlson: It’s a measure of our media’s total corruption that no one ever asks Biden what the United States is hoping to accomplis…	1605796197570314240	[{'type': 'retweeted', 'id': '1628935118583910400'}]	1633675498265124864	['1633675498265124866']	5266	0	0	0							neutral	sarik
128	11875	1633966289009147904	en	everyone	2023-03-09 23:01:35+00:00	rt zachtratar another big new release embra new dramatic speed amp response quality improvement via chatgpt api	"RT @zachtratar: Another big new release of Embra ✨! Here’s what’s new:

1) Dramatic speed &amp; response quality improvements via ChatGPT API
2…"	470790728	[{'type': 'retweeted', 'id': '1633927733146451968'}]	1633966289009147904	['1633966289009147906']	2	0	0	0							neutral	sarik
129	15008	1633941000279269376	en	everyone	2023-03-09 21:21:06+00:00	rt mtaibbi chatgpt testified would called direct threat lol	RT @mtaibbi: If ChatGPT testified to this it would have been called a “direct threat,” too lol.	1224905228291432448	[{'type': 'retweeted', 'id': '1633934237815431168'}]	1633941000279269376	['1633941000279269380']	455	0	0	0							neutral	sarik
130	32246	1633876882436546560	en	everyone	2023-03-09 17:06:19+00:00	rt gerashchenko en russian propagandist say war ukraine like many conflict happen empire split	RT @Gerashchenko_en: Russian propagandists say that the war in Ukraine is like many conflicts before it that happen before an empire splits…	1496834414768267264	[{'type': 'retweeted', 'id': '1633759277641785346'}]	1633876882436546560	['1633876882436546560']	239	0	0	0							neutral	sarik
131	20447	1633574849330262016	en	everyone	2023-03-09 02:15:25+00:00	lstargazer greg price eh would michael michelle obama	"@LStargazer54 @greg_price11 Eh, that would have to be Michael ""Michelle"" Obama."	1193911791878840320	[{'type': 'replied_to', 'id': '1633591571571507202'}]	1633652681037209600	['1633652681037209601']	0	0	1	25	1.5159570872763105e+18						neutral	sarik
